Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
7,6,2223.0,Y,2223,244000
8,6,2217.0,Y,2217,268000
7,5,847.0,Y,1733,225000
6,5,806.0,Y,1572,168000
6,6,794.0,Y,1470,177000
6,5,916.0,Y,1600,169000
6,5,384.0,Y,1384,161500
8,5,1494.0,Y,1652,251000
6,5,392.0,Y,1694,160000
6,5,923.0,Y,1714,180000
7,5,691.0,Y,1553,178750
7,5,1237.0,Y,1253,176000
6,5,938.0,Y,2299,204000
7,5,1168.0,Y,1187,160000
7,5,384.0,Y,1472,160000
7,5,384.0,Y,1482,163900
6,5,903.0,Y,1642,168000
6,6,1302.0,Y,1128,154204
8,5,1074.0,Y,1088,170000
7,5,1190.0,Y,2090,207500
8,5,1166.0,Y,1179,182000
8,5,1312.0,Y,1321,212000
9,5,1922.0,Y,1922,377426
8,5,1149.0,Y,2541,349265
9,5,2660.0,Y,2338,591587
5,5,1100.0,Y,1424,155000
9,5,1612.0,Y,1612,319900
8,6,1419.0,Y,1419,392000
8,5,2220.0,Y,2234,441929
10,5,1742.0,Y,2042,455000
6,7,1440.0,Y,1440,182900
6,5,1284.0,Y,1284,174000
6,7,585.0,Y,1868,178000
7,7,725.0,Y,1479,176000
7,6,1529.0,Y,1664,213000
7,5,780.0,Y,1930,192000
7,6,808.0,Y,1969,190000
6,6,848.0,Y,2030,195000
6,6,1032.0,Y,1032,148000
6,6,1153.0,Y,1177,151500
7,6,539.0,Y,1725,197000
6,5,1259.0,Y,1353,192350
5,5,780.0,Y,1620,152000
6,5,1625.0,Y,1220,170000
5,6,1484.0,Y,1484,175000
6,6,702.0,Y,1743,175000
7,7,793.0,Y,1935,197900
7,6,1228.0,Y,1324,174000
6,6,1084.0,Y,1877,178900
5,7,372.0,Y,1109,139000
6,5,981.0,Y,981,143250
7,9,725.0,Y,1479,184000
5,6,925.0,Y,1422,155000
5,5,914.0,Y,914,133000
5,5,950.0,Y,950,119500
4,5,858.0,Y,872,123000
4,6,858.0,Y,858,110000
4,7,914.0,Y,914,128000
4,6,864.0,Y,864,120500
7,5,723.0,Y,767,133000
6,5,1337.0,Y,1337,155000
6,5,1405.0,Y,1337,177000
6,6,525.0,Y,1092,113500
6,5,672.0,Y,1218,113000
6,5,672.0,Y,1218,113700
5,5,630.0,Y,1302,106000
5,5,765.0,Y,1365,122500
6,5,1078.0,Y,958,128000
6,6,804.0,Y,1548,155000
7,7,1061.0,Y,1055,142500
5,6,988.0,Y,988,129250
9,5,1790.0,Y,1816,356000
9,5,1822.0,Y,1828,314813
8,5,1694.0,Y,1694,318000
8,5,1694.0,Y,1694,322400
8,5,1734.0,Y,1734,318000
8,5,2108.0,Y,2122,345474
9,5,2121.0,Y,2121,415298
9,5,1934.0,Y,2656,492000
8,5,1108.0,Y,2550,338931
10,5,1994.0,Y,2046,450000
7,5,1063.0,Y,2172,280000
9,5,2552.0,Y,2552,479069
8,5,1935.0,Y,1973,395000
9,5,2153.0,Y,2643,380000
8,5,1626.0,Y,1634,250000
8,5,1976.0,Y,1976,440000
9,5,1704.0,Y,2758,418000
10,5,2320.0,Y,2290,500067
8,5,1582.0,Y,2152,260116
8,5,1143.0,Y,2473,317000
8,5,918.0,Y,2100,319500
8,5,1582.0,Y,2161,325624
9,5,1802.0,Y,1802,372000
8,5,1706.0,Y,2956,342000
8,5,1136.0,Y,2468,354000
8,5,1317.0,Y,2385,350000
8,5,1181.0,Y,2374,285000
8,5,895.0,Y,1818,281500
7,5,1614.0,Y,1614,245700
8,5,1721.0,Y,1721,232698
8,5,1298.0,Y,1828,250000
6,5,1362.0,Y,1362,194700
6,5,1302.0,Y,1302,204000
6,5,1302.0,Y,1302,200000
6,5,1362.0,Y,1362,207000
8,5,1554.0,Y,1554,209500
8,5,1554.0,Y,1554,209500
8,5,1370.0,Y,1370,202500
9,5,1577.0,Y,1577,280000
9,5,1561.0,Y,1561,277500
9,5,1869.0,Y,1869,318061
8,5,1324.0,Y,1324,221370
7,5,1405.0,Y,1405,200000
6,5,768.0,Y,1496,181755
6,5,768.0,Y,1536,176000
6,5,783.0,Y,1484,178900
7,5,608.0,Y,1458,168165
6,5,738.0,Y,1495,171925
6,5,698.0,Y,1746,198444
6,5,1326.0,Y,1326,203000
7,5,728.0,Y,1456,179540
7,5,1302.0,Y,1302,176485
7,5,1340.0,Y,1340,181134
6,5,616.0,Y,1412,156932
6,5,752.0,Y,1504,166000
7,5,728.0,Y,1456,177594
7,6,1246.0,Y,1258,173500
7,5,1258.0,Y,1258,172500
7,5,1258.0,Y,1402,194201
8,5,1406.0,Y,1589,226500
7,5,1266.0,Y,1266,185485
7,5,1530.0,Y,1530,259000
7,5,835.0,Y,1119,188500
7,5,384.0,Y,1374,175000
7,5,847.0,Y,1959,215000
7,5,1510.0,Y,1525,206580
7,5,840.0,Y,1720,183500
7,5,384.0,Y,1394,165500
7,5,847.0,Y,1948,211000
6,5,924.0,Y,1690,181000
7,5,854.0,Y,1995,219500
6,5,953.0,Y,1647,175000
7,5,384.0,Y,1430,170000
7,5,660.0,Y,1320,162000
6,5,915.0,Y,1690,187000
6,5,941.0,Y,1644,185000
10,5,2396.0,Y,4476,745000
8,5,1779.0,Y,2551,384500
8,5,969.0,Y,2285,248000
10,5,2633.0,Y,2633,466500
9,5,1408.0,Y,3078,410000
8,5,1389.0,Y,2582,322500
7,5,1066.0,Y,2385,252000
10,6,2444.0,Y,4316,755000
7,5,1117.0,Y,2013,269790
7,5,1379.0,Y,2398,315750
7,5,1203.0,Y,2520,290000
8,5,1318.0,Y,2531,290000
8,5,3200.0,Y,3228,430000
8,5,1105.0,Y,2202,263000
8,5,1325.0,Y,2538,330000
7,6,1369.0,Y,1369,213133
8,5,1542.0,Y,1542,260261
9,5,1905.0,Y,1905,320000
8,5,1485.0,Y,1464,282922
8,5,1524.0,Y,1534,215000
10,5,1966.0,Y,1966,419005
8,5,1623.0,Y,1636,255000
8,5,1795.0,Y,1795,147000
7,5,1528.0,Y,1528,235876
7,5,1726.0,Y,1726,311872
7,6,1689.0,Y,1689,248328
8,5,1588.0,Y,1588,227000
8,5,1538.0,Y,1538,260000
8,5,1496.0,Y,1496,225000
7,5,1494.0,Y,1506,249000
8,5,1686.0,Y,1694,307000
7,5,982.0,Y,1977,250000
8,5,1302.0,Y,1830,221300
8,5,1338.0,Y,1338,208900
7,5,1335.0,Y,1335,210400
8,5,896.0,Y,1792,255000
5,5,725.0,Y,1588,212109
8,5,1088.0,Y,1959,270000
8,5,1184.0,Y,2610,303477
8,5,955.0,Y,1880,310013
8,5,1656.0,Y,1656,249700
7,6,874.0,Y,1761,227875
8,5,1574.0,Y,1584,261329
8,5,1685.0,Y,1685,253000
6,5,1158.0,Y,2443,265000
8,5,1580.0,Y,2466,340000
6,5,1100.0,Y,1100,146000
7,5,1143.0,Y,1143,147000
5,5,1094.0,Y,1094,149000
7,5,1461.0,Y,1486,181000
6,5,928.0,Y,1721,201000
6,5,864.0,Y,1820,191750
7,5,1349.0,Y,1349,179000
7,5,1482.0,Y,1494,215000
6,5,1575.0,Y,1575,179200
6,5,630.0,Y,1266,128000
5,7,840.0,Y,884,144000
5,5,0.0,Y,2020,144000
5,5,894.0,Y,894,120750
5,6,970.0,Y,970,132500
5,5,1057.0,Y,1057,132000
5,7,999.0,Y,999,132500
4,5,1040.0,Y,1120,129000
5,5,1140.0,Y,1696,143900
5,7,1040.0,Y,1040,145000
5,5,988.0,Y,988,128500
5,6,876.0,Y,902,125500
7,5,1223.0,Y,2503,300000
7,7,1192.0,Y,2167,294000
5,5,1037.0,Y,1037,129000
5,5,1390.0,Y,1701,171000
6,7,1044.0,Y,1055,147000
8,5,1453.0,Y,2810,302000
8,5,1683.0,Y,2872,285000
8,5,1378.0,Y,1378,214000
8,5,1141.0,Y,1151,166000
8,5,1511.0,Y,1565,193800
7,5,1352.0,Y,1352,208900
7,5,1352.0,Y,1352,194000
8,5,1550.0,Y,1550,207500
7,5,1241.0,Y,1241,199900
7,5,625.0,Y,1250,164700
6,5,744.0,Y,1501,176500
6,5,729.0,Y,1458,176000
6,5,756.0,Y,1512,168500
6,5,756.0,Y,1573,177000
6,5,756.0,Y,1525,177000
7,5,551.0,Y,1102,148800
8,5,776.0,Y,1441,174000
7,5,975.0,Y,1950,239000
7,5,1339.0,Y,1358,204000
8,5,1054.0,Y,2048,301000
8,5,1220.0,Y,2362,312500
8,5,1494.0,Y,1494,279700
7,6,2002.0,Y,2362,255000
5,7,1360.0,Y,1432,194000
5,8,1437.0,Y,1437,218000
8,6,1057.0,Y,1295,213750
6,7,528.0,Y,1855,187000
6,8,1262.0,Y,1262,181500
8,5,2461.0,Y,2497,373000
5,5,1361.0,Y,2620,190000
7,5,1057.0,Y,1929,226000
6,6,912.0,Y,1152,143450
6,6,1008.0,Y,2411,240050
6,6,973.0,Y,1082,162500
6,5,1295.0,Y,1295,164000
7,7,1124.0,Y,1610,185000
7,6,1594.0,Y,1594,188500
7,6,1148.0,Y,2075,255000
5,6,1680.0,Y,1680,136905
6,7,1093.0,Y,1093,158500
7,6,1242.0,Y,1242,175500
6,5,1052.0,Y,1052,127000
5,6,949.0,Y,1107,127000
5,5,1214.0,Y,1214,143000
5,7,1073.0,Y,1073,156000
5,5,1024.0,Y,1344,144000
5,4,1728.0,Y,1728,119000
4,5,0.0,N,1224,103000
5,5,978.0,Y,1422,139900
6,8,958.0,Y,958,151500
5,5,1065.0,Y,1065,126500
6,8,588.0,Y,1138,145000
5,7,912.0,Y,912,120000
5,5,894.0,Y,1074,124000
5,7,0.0,Y,882,106500
5,5,864.0,Y,1187,140500
5,7,964.0,Y,964,137500
5,7,894.0,Y,894,117600
7,6,1174.0,Y,1200,163500
6,5,1042.0,Y,1042,161000
6,7,1302.0,Y,1302,158000
6,7,845.0,Y,2154,224500
6,5,1130.0,Y,1374,147000
6,7,1592.0,Y,1652,200000
6,6,1144.0,Y,1429,181900
5,6,1063.0,Y,1327,150750
4,5,0.0,Y,1224,101800
6,5,932.0,Y,932,124000
5,7,822.0,Y,908,138500
1,3,0.0,N,334,39300
3,3,666.0,N,666,64500
3,5,370.0,N,670,64000
5,8,808.0,Y,808,112000
6,6,816.0,Y,1977,165000
5,6,1078.0,Y,1150,144000
5,5,928.0,Y,1920,137000
5,5,768.0,Y,1376,105000
5,7,728.0,Y,1644,146500
5,5,1560.0,Y,1560,126000
5,6,793.0,Y,1280,175000
6,5,1218.0,Y,1254,158500
5,5,912.0,Y,912,114500
5,5,874.0,Y,1524,144000
6,5,1021.0,Y,2380,129000
6,7,936.0,Y,936,141000
5,6,1008.0,Y,1008,131000
5,7,1053.0,Y,1053,142100
5,6,1056.0,Y,1056,139000
6,6,1442.0,Y,1442,157900
5,7,1056.0,Y,1056,139400
6,6,1244.0,Y,1244,150000
5,5,1144.0,Y,1144,120000
6,6,1331.0,Y,1721,174850
5,5,922.0,Y,922,116000
5,5,1048.0,Y,1048,135000
6,3,1657.0,Y,1657,163500
5,6,1204.0,Y,1411,130000
5,5,1216.0,Y,1216,129500
5,9,864.0,Y,1154,142000
5,5,1560.0,Y,1560,128600
6,6,948.0,Y,948,125000
6,7,1040.0,Y,1040,136000
5,7,1008.0,Y,1008,134500
5,8,925.0,Y,925,127000
5,5,384.0,Y,1360,130000
4,4,1190.0,Y,1540,115000
5,5,923.0,Y,925,116900
5,7,928.0,Y,928,132000
4,6,1105.0,Y,1647,153000
5,5,924.0,Y,924,112500
4,7,925.0,Y,1544,138000
5,7,845.0,Y,893,135000
5,6,1216.0,Y,1728,156000
5,4,666.0,Y,3086,301600
5,6,735.0,Y,1034,109000
4,6,882.0,Y,882,103200
4,7,1151.0,Y,1281,128500
4,6,656.0,Y,968,64500
5,9,736.0,Y,1534,148000
5,6,691.0,Y,691,86000
7,5,725.0,Y,1651,172000
5,7,920.0,Y,888,120000
6,6,952.0,Y,952,128500
5,5,1040.0,Y,2080,135000
5,7,672.0,Y,924,122900
6,5,1082.0,Y,1082,119200
6,6,1040.0,Y,1846,143000
5,7,876.0,Y,988,119000
5,3,864.0,Y,1238,102000
5,8,864.0,Y,864,129000
5,7,1010.0,Y,1134,135000
5,7,1040.0,Y,1040,152000
5,6,1170.0,Y,1170,140000
5,5,1242.0,Y,1242,152000
5,5,1377.0,Y,1377,156500
5,4,1800.0,N,1800,141000
5,6,0.0,Y,925,99000
6,8,822.0,Y,1851,187000
5,5,864.0,Y,1812,169500
5,5,864.0,Y,864,125500
5,5,896.0,Y,936,130000
5,7,850.0,Y,960,103000
5,7,264.0,Y,1432,132000
6,6,845.0,Y,1296,127500
5,5,1022.0,N,1022,89500
5,5,936.0,Y,936,140000
5,6,967.0,Y,967,99900
4,7,641.0,Y,1047,100000
5,8,808.0,Y,1072,130000
5,8,680.0,Y,1174,135000
3,7,649.0,Y,1183,120000
4,7,907.0,Y,1131,89471
4,6,570.0,N,1141,85000
4,4,960.0,Y,960,108500
4,8,1075.0,Y,1798,137000
5,9,686.0,Y,866,110500
5,6,968.0,Y,968,100000
8,9,725.0,N,1772,184900
6,6,728.0,Y,1642,145000
5,8,702.0,Y,1472,125000
5,7,616.0,Y,1232,114000
5,5,662.0,N,2337,90000
6,8,926.0,Y,1650,144100
6,4,1008.0,Y,2210,117500
5,7,687.0,Y,1358,124500
7,8,819.0,Y,2454,185000
6,6,1214.0,N,2291,133900
6,7,1149.0,Y,1616,152000
5,6,1559.0,Y,1559,153500
7,8,718.0,Y,2554,159500
5,5,912.0,Y,1248,87000
4,6,0.0,Y,968,104500
4,7,0.0,Y,1382,110000
5,7,756.0,N,1060,136500
5,6,910.0,Y,1435,128250
5,5,915.0,Y,1167,144000
6,7,1065.0,Y,1635,210000
5,7,728.0,Y,1274,135000
6,6,600.0,Y,1232,128000
6,6,735.0,Y,1218,131000
5,7,884.0,Y,884,113000
6,5,861.0,Y,1409,126000
5,8,672.0,Y,1322,132000
5,7,966.0,Y,1426,131750
5,6,756.0,Y,1281,132500
5,8,939.0,Y,1513,137500
7,8,832.0,Y,854,132000
6,6,884.0,Y,1367,127500
6,5,960.0,N,986,102000
6,8,1100.0,Y,2264,200000
6,6,764.0,Y,1824,180500
6,7,768.0,Y,1376,165000
5,5,750.0,Y,1316,90000
6,7,698.0,Y,1396,153575
7,6,672.0,N,1344,140000
6,7,714.0,N,2526,136000
5,4,592.0,N,1173,113000
5,3,969.0,N,1214,117000
7,4,1040.0,Y,1818,169500
7,7,637.0,Y,1108,139400
6,6,741.0,Y,2294,202500
6,7,684.0,Y,1355,127000
6,6,780.0,Y,1375,141000
7,9,976.0,Y,1952,212300
6,5,1138.0,Y,2180,161000
4,6,808.0,Y,1315,99500
5,7,530.0,N,1111,101000
4,7,1196.0,Y,1196,109900
5,6,720.0,Y,1382,128500
7,4,925.0,N,1889,122000
5,7,672.0,Y,840,87000
4,1,771.0,Y,1484,50000
7,8,1005.0,Y,2267,219000
5,6,1598.0,Y,3086,200500
5,6,756.0,N,1134,126000
5,6,672.0,N,1282,108500
5,5,925.0,Y,999,130000
5,5,1420.0,Y,1452,158450
4,3,1005.0,Y,1005,115400
4,5,1029.0,Y,1029,118500
5,8,980.0,Y,1020,165000
5,4,1040.0,Y,1040,123000
6,5,814.0,Y,913,129000
5,5,894.0,Y,894,125000
5,5,948.0,Y,948,108000
5,6,768.0,Y,868,119900
5,5,876.0,Y,897,115000
5,5,943.0,Y,943,134500
5,7,955.0,Y,955,127000
5,5,894.0,Y,894,129000
6,5,660.0,Y,1285,143500
5,7,912.0,Y,912,129000
5,5,1240.0,Y,1375,187000
5,4,671.0,Y,2654,158000
5,7,816.0,Y,1416,112000
7,8,680.0,Y,1302,165250
6,5,967.0,Y,1299,150000
5,6,1158.0,Y,1176,137000
4,7,0.0,N,998,89500
7,5,1643.0,Y,1824,302000
6,5,1190.0,Y,1522,182000
6,5,1151.0,Y,2060,211000
5,7,409.0,Y,1325,216000
5,5,1073.0,Y,1630,130000
4,5,484.0,N,1242,109900
6,7,1288.0,Y,2422,255000
6,7,1202.0,Y,2158,243000
6,6,988.0,Y,1626,154000
5,5,864.0,Y,864,118000
4,5,0.0,N,943,80000
4,3,1440.0,Y,1440,150000
4,7,528.0,Y,605,86000
5,6,1038.0,Y,1038,130000
5,6,1342.0,Y,1342,125000
5,6,1080.0,N,1480,136500
4,5,951.0,N,1362,96000
5,6,0.0,Y,1340,120000
6,5,1105.0,Y,1822,228500
7,5,910.0,Y,1442,179900
7,5,700.0,Y,2243,225000
7,5,1502.0,Y,2730,301000
7,5,1104.0,Y,2127,238000
7,6,807.0,Y,1982,228500
7,5,779.0,Y,1958,220000
7,5,1264.0,Y,2696,383970
8,5,1466.0,Y,2828,424870
8,5,1643.0,Y,1651,250000
8,5,2140.0,Y,2140,360000
7,5,1494.0,Y,1494,279500
7,5,1316.0,Y,1316,200141
8,5,1643.0,Y,1651,246500
8,5,1482.0,Y,2574,276000
7,5,1274.0,Y,1274,203000
7,5,728.0,Y,1456,155835
7,5,1240.0,Y,1240,194000
7,5,1208.0,Y,1208,195400
7,5,1546.0,Y,1546,217000
8,5,1489.0,Y,1500,212999
7,5,1270.0,Y,1270,175900
7,5,879.0,Y,1795,191000
6,5,1314.0,Y,1314,176432
7,5,1157.0,Y,2062,277000
7,5,929.0,Y,1873,207000
6,7,1444.0,Y,2144,277000
6,5,1580.0,Y,1953,240000
6,8,832.0,Y,2087,187500
8,6,966.0,Y,1743,279000
5,5,1022.0,Y,1022,139500
5,5,990.0,Y,990,126000
6,5,1200.0,Y,1200,177500
6,6,635.0,Y,1308,175000
6,5,794.0,Y,1796,211000
5,7,990.0,Y,990,146000
5,5,1097.0,Y,1097,147900
4,5,990.0,Y,990,123600
6,5,824.0,Y,1786,204750
7,5,988.0,Y,1873,235500
7,5,853.0,Y,1753,217000
7,5,845.0,Y,1690,190550
7,5,985.0,Y,1842,217500
7,5,1453.0,Y,1479,226000
7,5,840.0,Y,1668,180000
5,5,864.0,Y,894,131000
5,5,1015.0,Y,1025,153500
5,7,995.0,Y,1009,160000
5,5,1040.0,Y,1040,134900
5,4,876.0,Y,907,130000
5,6,864.0,Y,879,120000
5,5,882.0,Y,882,112500
5,6,969.0,Y,969,122000
5,5,864.0,Y,864,127000
4,8,385.0,Y,875,117000
8,5,2000.0,Y,2000,305900
8,5,1284.0,Y,2169,228500
7,5,1673.0,Y,1673,270000
7,5,1459.0,Y,1459,192000
7,5,979.0,Y,1932,213000
7,5,860.0,Y,1729,200000
8,5,1028.0,Y,2452,267000
8,5,1556.0,Y,1592,228000
8,5,1531.0,Y,2439,275000
7,5,860.0,Y,1992,211000
9,5,1626.0,Y,1668,285000
8,5,1220.0,Y,2090,240000
6,5,848.0,Y,848,131500
8,5,1341.0,Y,1341,246900
7,5,847.0,Y,1928,219500
7,5,1337.0,Y,1337,185000
7,5,738.0,Y,1476,179400
7,5,939.0,Y,1797,213500
7,5,1422.0,Y,1422,179600
7,5,1169.0,Y,1190,173500
6,5,1330.0,Y,1330,167840
7,5,738.0,Y,1491,168675
5,5,768.0,Y,1536,167000
5,7,1214.0,Y,1214,140000
5,5,936.0,Y,936,118500
4,6,1088.0,Y,1088,110000
4,5,960.0,Y,960,94750
5,6,901.0,Y,1351,122000
6,6,1179.0,Y,1179,110000
6,5,816.0,Y,816,118500
6,6,960.0,Y,1044,133500
6,7,1143.0,Y,1113,148000
5,6,0.0,Y,2233,141000
5,5,1125.0,Y,1125,155000
5,5,1090.0,Y,1090,157000
5,5,734.0,Y,1408,171500
10,5,5095.0,Y,5095,183850
10,5,3138.0,Y,4676,184750
6,5,547.0,Y,1072,140000
5,7,960.0,Y,960,131750
4,3,0.0,N,1152,61500
4,5,864.0,Y,948,111000
5,6,1195.0,N,1195,98500
3,6,544.0,Y,774,79000
6,8,660.0,Y,865,108500
4,5,894.0,Y,894,110000
4,7,560.0,N,1346,112000
4,5,768.0,Y,768,125000
4,5,864.0,Y,864,79275
4,6,948.0,Y,948,119000
6,7,1440.0,Y,3395,200000
5,6,1296.0,N,2592,150000
6,7,602.0,Y,1502,165000
5,5,768.0,N,789,96500
5,5,1290.0,Y,1422,136500
6,7,651.0,Y,1298,146500
5,7,731.0,Y,1768,175000
7,8,531.0,Y,1098,148500
6,7,585.0,N,1436,141500
7,8,912.0,Y,1426,189950
6,8,686.0,Y,1461,135000
7,5,918.0,Y,1646,164000
5,6,440.0,N,694,90350
5,6,661.0,Y,1250,139000
5,7,920.0,Y,954,119750
6,6,979.0,N,1958,145000
5,6,1001.0,N,2002,145000
7,7,851.0,Y,1718,238000
5,5,0.0,Y,1226,153500
6,6,1370.0,N,2624,239000
8,6,965.0,Y,3194,359100
4,6,930.0,Y,1755,188000
6,7,854.0,Y,1991,220000
5,5,728.0,Y,1355,140000
8,8,853.0,Y,2727,315000
6,8,1028.0,Y,2320,259500
6,7,1477.0,Y,1839,257500
7,6,800.0,Y,1740,219500
6,5,1809.0,Y,2259,217000
6,4,1560.0,Y,1560,201000
6,6,1488.0,Y,1488,215000
6,6,516.0,Y,1045,123900
4,5,1680.0,Y,1680,170000
8,5,1004.0,Y,1020,200000
7,5,1696.0,Y,1696,198000
6,3,2035.0,Y,2515,200624
8,5,279.0,Y,2726,315000
5,7,793.0,N,1517,115000
6,7,720.0,Y,1215,141000
5,6,720.0,N,803,87000
5,7,936.0,Y,1601,129850
4,5,732.0,Y,1123,100000
5,6,859.0,Y,1828,150909
5,7,816.0,Y,816,75200
6,5,1012.0,Y,1012,118400
5,2,961.0,Y,1077,67000
5,5,910.0,Y,1558,152000
2,4,0.0,Y,845,68104
5,6,957.0,N,1991,119600
4,6,1073.0,Y,1073,140000
5,9,837.0,Y,1001,124900
8,5,1573.0,Y,1625,375000
8,5,1573.0,Y,1625,235000
6,6,1001.0,Y,1299,183500
6,6,888.0,Y,912,156000
6,5,1084.0,Y,1080,134000
5,5,1441.0,Y,1392,215000
7,5,1409.0,Y,1409,245000
7,5,1454.0,Y,1478,210000
7,6,852.0,Y,918,148000
6,6,970.0,Y,1026,143000
7,6,1501.0,Y,1501,244000
7,5,1502.0,Y,1502,330000
5,6,1350.0,Y,1328,170000
6,8,585.0,Y,2279,257000
7,5,1689.0,Y,1689,231713
8,5,1546.0,Y,1564,267300
8,5,1476.0,Y,1484,265900
8,5,1571.0,Y,1571,239000
8,5,1638.0,Y,1646,248900
7,7,1265.0,Y,1240,174000
7,5,1156.0,Y,1717,187500
6,5,872.0,Y,1756,204000
8,5,1267.0,Y,1312,180500
7,5,868.0,Y,1146,187500
8,5,1922.0,Y,1922,282000
6,5,1491.0,Y,1491,178000
8,5,1616.0,Y,1629,270000
7,5,1122.0,Y,2486,279900
5,4,1572.0,Y,1572,186700
8,5,1732.0,Y,1776,283463
10,5,1824.0,Y,1824,392000
8,5,1094.0,Y,2482,281213
5,5,1120.0,Y,1120,147000
3,5,0.0,Y,2034,130000
6,5,920.0,Y,936,140000
4,5,1064.0,Y,1040,132250
5,4,1632.0,Y,1632,143000
4,4,1249.0,Y,1622,168000
5,7,1040.0,Y,1060,129900
5,5,1142.0,Y,1142,134000
4,4,546.0,Y,1092,85500
4,5,530.0,Y,992,106500
4,6,546.0,Y,1092,93900
4,5,546.0,Y,1092,75000
4,6,630.0,Y,630,84500
4,3,546.0,Y,1092,75190
6,5,1029.0,Y,1062,146800
5,5,923.0,Y,1008,153500
6,6,1244.0,Y,1356,188000
5,6,1160.0,Y,1676,196000
5,7,716.0,Y,1432,157000
5,7,796.0,Y,796,138000
5,7,768.0,Y,768,129500
4,3,1396.0,N,1608,80000
4,6,845.0,Y,845,129500
5,6,1090.0,Y,1178,135000
5,7,816.0,Y,816,124500
5,7,816.0,Y,816,139000
5,5,974.0,Y,974,93500
5,6,864.0,Y,887,124500
6,5,1178.0,Y,1293,149900
6,6,1008.0,Y,1024,157500
5,5,1617.0,Y,1797,169000
6,6,1705.0,Y,1390,252000
7,6,1851.0,Y,1851,192100
6,5,813.0,Y,1525,183500
7,5,964.0,Y,2236,222000
6,5,781.0,Y,1671,170000
6,5,691.0,Y,1498,187500
6,5,821.0,Y,1776,202000
6,5,802.0,Y,1511,185000
7,5,1392.0,Y,2462,320000
7,5,1670.0,Y,1670,240000
8,5,1074.0,Y,2064,250000
8,5,893.0,Y,1801,239900
7,5,1700.0,Y,2212,309000
7,5,868.0,Y,2021,274725
8,5,2062.0,Y,2687,270000
6,6,1160.0,Y,1169,183500
6,5,697.0,Y,1501,165600
7,5,935.0,Y,1632,176500
8,5,1191.0,Y,1204,130000
7,7,1064.0,Y,1767,239000
8,5,1742.0,Y,1742,275000
9,5,1398.0,Y,2798,457347
10,5,1528.0,Y,3390,545224
9,5,1094.0,Y,2473,356383
9,5,1992.0,Y,2868,556581
8,5,1234.0,Y,2576,361919
10,5,1850.0,Y,2698,535000
9,5,1390.0,Y,2795,401179
10,5,1410.0,Y,2945,438780
5,6,0.0,Y,2320,169000
5,5,1056.0,N,1056,145000
9,5,1714.0,Y,1714,318000
8,5,1814.0,Y,1826,319000
9,5,1910.0,Y,2000,470000
7,7,1208.0,Y,1621,202500
7,5,1204.0,Y,2183,229000
7,7,795.0,Y,2263,235000
6,5,796.0,Y,1574,190000
6,6,988.0,Y,1102,169000
7,5,1845.0,Y,1872,241500
7,5,945.0,Y,1857,188900
6,6,1686.0,Y,1686,207500
7,5,1392.0,Y,2784,250000
6,6,713.0,Y,1552,179900
7,5,1047.0,Y,1083,172000
7,5,960.0,Y,2318,294323
6,6,675.0,Y,1875,184500
5,6,1056.0,Y,1074,153500
7,5,832.0,Y,1664,162900
6,6,1040.0,Y,1309,181000
6,6,1103.0,Y,1103,155000
5,5,1096.0,Y,1096,138800
4,5,864.0,Y,864,116050
4,4,858.0,Y,858,88000
4,4,864.0,Y,874,97500
6,5,1487.0,Y,1419,190000
6,5,525.0,Y,1092,105500
5,6,765.0,Y,1365,125500
6,5,483.0,Y,987,83000
6,7,494.0,Y,1030,116000
6,5,672.0,Y,1218,91500
6,7,672.0,Y,1218,118000
6,5,483.0,Y,948,89000
6,5,525.0,Y,1092,108000
6,5,483.0,Y,987,94500
6,5,1069.0,Y,1069,146300
5,7,943.0,Y,1387,145000
5,5,864.0,Y,900,123000
7,7,1055.0,Y,1055,137500
6,5,855.0,Y,1456,144000
9,5,1980.0,Y,1980,315000
9,5,1738.0,Y,2589,412083
9,5,1249.0,Y,2596,342643
8,5,1618.0,Y,1618,252000
10,5,2076.0,Y,2076,465000
7,5,1721.0,Y,1740,293000
9,5,1868.0,Y,1868,415000
9,5,1833.0,Y,1850,326000
8,5,1158.0,Y,2376,325300
8,5,1117.0,Y,2452,309000
9,5,1090.0,Y,2206,300000
8,5,1030.0,Y,2098,275500
9,5,1606.0,Y,2091,338500
9,5,1175.0,Y,2324,345000
8,5,1209.0,Y,2253,344133
8,5,1054.0,Y,2389,298236
8,5,1524.0,Y,2358,329900
9,5,1896.0,Y,1944,360000
8,5,1085.0,Y,1970,281000
9,5,1792.0,Y,1792,372397
9,5,1780.0,Y,1780,378000
9,5,1792.0,Y,1792,374000
9,5,1848.0,Y,2728,437154
8,5,1058.0,Y,1904,275000
8,5,1420.0,Y,1914,279000
7,5,1364.0,Y,1364,185850
9,5,1560.0,Y,1565,282500
7,5,1368.0,Y,1368,202500
7,5,1368.0,Y,1368,202665
9,5,1686.0,Y,1686,332200
9,5,1666.0,Y,1666,310090
7,5,1405.0,Y,1405,171750
6,5,1316.0,Y,1316,169990
6,5,728.0,Y,1456,170440
7,5,738.0,Y,1492,169985
7,5,654.0,Y,1496,179665
7,5,879.0,Y,1863,219210
6,5,1326.0,Y,1326,174190
6,5,728.0,Y,1456,172785
8,5,1052.0,Y,2373,258000
